fill	x	y	tooltip
#FFFFFF	0.683816522286173	0.0464934872937747	BROWNSVILLE 6.4 SE
#FFFFFF	0.626090702360455	0.0754368395251103	MCALLEN
#FFFFFF	0.633998918094041	0.0662438714327768	SANTA ANA NWR
#FFFFFF	0.660341170852849	0.0762299248985676	HARLINGEN 4.4 W
#FFFFFF	0.679772390947808	0.0656639810521844	LOS FRESNOS 0.3 NE
#FFFFFF	0.68860854092684	0.078558014220652	LAGUNA ATASCOSA
#FFFFFF	0.587269811465112	0.0912303245965401	RIO GRANDE CITY
#FFFFFF	0.632572392313727	0.0845104184214394	EDINBURG
#FFFFFF	0.652384480942263	0.0817388835141958	SANTA ROSA 3 WNW
#FFFFFF	0.679592344004661	0.0875718985189789	RIO HONDO 9.4 NE
#FFFFFF	0.564729319159664	0.106682697679386	FALCON DAM
#FFFFFF	0.635148448577206	0.107271115859693	SAN MANUEL
#FFFFFF	0.663713588595631	0.130202369292239	ARMSTRONG 4 SE
